teacher_id,school_id,teacher_name,persona,teacher_availability_mask,preferred_time_window,consecutive_period_preference,subjects_taught,class_arm_eligibility,room_strictness,years_of_experience,employment_type,cds_blocked_day,min_rest_periods_required
TCH-00553,SCH-041,Obinna Abubakar,veteran_staff_room_boss,11111,08:30-10:30,1,Biology|Physics,senior_only,absolute_priority,23,full_time_senior_staff,,2
TCH-00554,SCH-041,Oluwaseun Eze,overworked_generalist,11111,scattered,3,PHE|CRS,any,very_low,2,full_time_underpaid,,
TCH-00555,SCH-041,Obinna Adeyemi,veteran_staff_room_boss,11111,08:30-10:30,2,Biology|Further Mathematics,senior_only,absolute_priority,22,full_time_senior_staff,,2
TCH-00556,SCH-041,Chinedu Adeyemi,hustling_subject_specialist,01110,08:00-11:00,3,Economics|Further Mathematics,senior_only,high,8,part_time_multi_school,,
TCH-00557,SCH-042,Yusuf Garba,hustling_subject_specialist,10010,08:00-11:00,3,Economics,senior_only,high,6,part_time_multi_school,,
TCH-00558,SCH-042,Blessing Eze,hustling_subject_specialist,11000,08:00-11:00,2,Economics|Physics,senior_only,high,5,part_time_multi_school,,
TCH-00559,SCH-042,Chinedu Chukwu,hustling_subject_specialist,10010,08:00-11:00,2,Economics|Physics,senior_only,high,10,part_time_multi_school,,
TCH-00560,SCH-042,Kunle Suleiman,veteran_staff_room_boss,11111,08:30-10:30,1,Biology|Physics,senior_only,absolute_priority,26,full_time_senior_staff,,2
TCH-00561,SCH-042,Amaka Adeyemi,hustling_subject_specialist,01100,08:00-11:00,3,Physics|Economics,senior_only,high,6,part_time_multi_school,,
TCH-00562,SCH-042,Chinedu Okoro,nysc_corper,11011,13:00-15:00,1,Civic Education,junior_only,low,0,nysc_temporary,Wednesday,
TCH-00563,SCH-042,Bashir Abubakar,nysc_corper,01111,13:00-15:00,1,Basic Science,junior_only,low,0,nysc_temporary,Monday,
TCH-00564,SCH-042,Bashir Eze,veteran_staff_room_boss,11111,08:30-10:30,1,Biology|Chemistry,senior_only,absolute_priority,18,full_time_senior_staff,,2
TCH-00565,SCH-042,Ifeoma Adebayo,overworked_generalist,11111,scattered,4,CRS|PHE|Basic Technology,any,very_low,2,full_time_underpaid,,
TCH-00566,SCH-042,Ngozi Mohammed,nysc_corper,01111,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Monday,
TCH-00567,SCH-042,Blessing Abubakar,overworked_generalist,11111,scattered,5,CRS|Basic Technology|PHE,any,very_low,7,full_time_underpaid,,
TCH-00568,SCH-042,Tunde Okafor,overworked_generalist,11111,scattered,5,Basic Technology|CRS|PHE,any,very_low,5,full_time_underpaid,,
TCH-00569,SCH-042,Oluwaseun Garba,hustling_subject_specialist,11100,08:00-11:00,2,Further Mathematics|Physics,senior_only,high,8,part_time_multi_school,,
TCH-00570,SCH-042,Ifeoma Okafor,veteran_staff_room_boss,11111,08:30-10:30,2,Chemistry|Further Mathematics,senior_only,absolute_priority,23,full_time_senior_staff,,2
TCH-00571,SCH-042,Chinedu Balogun,hustling_subject_specialist,10110,08:00-11:00,3,Physics,senior_only,high,6,part_time_multi_school,,
TCH-00572,SCH-043,Bashir Okoro,nysc_corper,01111,13:00-15:00,1,Basic Science,junior_only,low,0,nysc_temporary,Monday,
TCH-00573,SCH-043,Obinna Okoro,nysc_corper,10111,13:00-15:00,1,Civic Education,junior_only,low,0,nysc_temporary,Tuesday,
TCH-00574,SCH-043,Adaeze Chukwu,overworked_generalist,11111,scattered,5,Basic Technology|CRS|PHE,any,very_low,3,full_time_underpaid,,
TCH-00575,SCH-043,Aisha Mohammed,overworked_generalist,11111,scattered,3,Basic Technology|PHE,any,very_low,6,full_time_underpaid,,
TCH-00576,SCH-043,Amaka Chukwu,overworked_generalist,11111,scattered,5,Basic Technology|CRS,any,very_low,1,full_time_underpaid,,
TCH-00577,SCH-043,Adaeze Okafor,nysc_corper,11110,13:00-15:00,1,Civic Education,junior_only,low,0,nysc_temporary,Friday,
TCH-00578,SCH-043,Blessing Mohammed,nysc_corper,11101,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Thursday,
TCH-00579,SCH-043,Chinedu Okafor,hustling_subject_specialist,10100,08:00-11:00,2,Economics,senior_only,high,4,part_time_multi_school,,
TCH-00580,SCH-043,Ngozi Balogun,nysc_corper,11011,13:00-15:00,1,Civic Education|Basic Science,junior_only,low,0,nysc_temporary,Wednesday,
TCH-00581,SCH-043,Hauwa Okafor,nysc_corper,11011,13:00-15:00,1,Civic Education|Basic Science,junior_only,low,0,nysc_temporary,Wednesday,
TCH-00582,SCH-043,Emeka Chukwu,overworked_generalist,11111,scattered,3,CRS|Basic Technology,any,very_low,2,full_time_underpaid,,
TCH-00583,SCH-043,Amaka Balogun,overworked_generalist,11111,scattered,3,Basic Technology|PHE|CRS,any,very_low,1,full_time_underpaid,,
TCH-00584,SCH-043,Adaeze Nwosu,hustling_subject_specialist,10110,08:00-11:00,2,Economics|Physics,senior_only,high,5,part_time_multi_school,,
TCH-00585,SCH-043,Chinedu Adebayo,hustling_subject_specialist,11000,08:00-11:00,2,Economics,senior_only,high,11,part_time_multi_school,,
TCH-00586,SCH-044,Chiamaka Garba,overworked_generalist,11111,scattered,4,CRS|PHE|Basic Technology,any,very_low,6,full_time_underpaid,,
TCH-00587,SCH-044,Ngozi Eze,overworked_generalist,11111,scattered,4,PHE|CRS,any,very_low,2,full_time_underpaid,,
TCH-00588,SCH-044,Oluwaseun Eze,overworked_generalist,11111,scattered,5,CRS|PHE,any,very_low,4,full_time_underpaid,,
TCH-00589,SCH-044,Fatima Adebayo,hustling_subject_specialist,01010,08:00-11:00,3,Physics,senior_only,high,5,part_time_multi_school,,
TCH-00590,SCH-044,Chiamaka Chukwu,hustling_subject_specialist,01100,08:00-11:00,3,Economics,senior_only,high,6,part_time_multi_school,,
TCH-00591,SCH-044,Hauwa Abubakar,veteran_staff_room_boss,11111,08:30-10:30,1,Further Mathematics,senior_only,absolute_priority,17,full_time_senior_staff,,2
TCH-00592,SCH-044,Oluwaseun Suleiman,nysc_corper,11011,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Wednesday,
TCH-00593,SCH-044,Aisha Chukwu,hustling_subject_specialist,01010,08:00-11:00,2,Physics|Economics,senior_only,high,12,part_time_multi_school,,
TCH-00594,SCH-044,Ifeoma Okafor,nysc_corper,10111,13:00-15:00,1,Basic Science,junior_only,low,0,nysc_temporary,Tuesday,
TCH-00595,SCH-044,Obinna Mohammed,overworked_generalist,11111,scattered,5,Basic Technology|CRS,any,very_low,2,full_time_underpaid,,
TCH-00596,SCH-044,Bashir Okoro,veteran_staff_room_boss,11111,08:30-10:30,1,Further Mathematics,senior_only,absolute_priority,19,full_time_senior_staff,,2
TCH-00597,SCH-044,Chiamaka Suleiman,overworked_generalist,11111,scattered,5,CRS|PHE|Basic Technology,any,very_low,2,full_time_underpaid,,
TCH-00598,SCH-044,Amaka Chukwu,nysc_corper,01111,13:00-15:00,1,Civic Education,junior_only,low,0,nysc_temporary,Monday,
TCH-00599,SCH-044,Aisha Mohammed,veteran_staff_room_boss,11111,08:30-10:30,1,Physics|Chemistry,senior_only,absolute_priority,27,full_time_senior_staff,,2
TCH-00600,SCH-044,Tunde Adeyemi,nysc_corper,11011,13:00-15:00,1,Civic Education|Basic Science,junior_only,low,0,nysc_temporary,Wednesday,
TCH-00601,SCH-044,Kunle Okoro,overworked_generalist,11111,scattered,3,CRS|Basic Technology|PHE,any,very_low,6,full_time_underpaid,,
TCH-00602,SCH-045,Emeka Balogun,overworked_generalist,11111,scattered,4,PHE|Basic Technology|CRS,any,very_low,8,full_time_underpaid,,
TCH-00603,SCH-045,Emeka Abubakar,veteran_staff_room_boss,11111,08:30-10:30,2,Chemistry,senior_only,absolute_priority,25,full_time_senior_staff,,2
TCH-00604,SCH-045,Ifeoma Adeyemi,overworked_generalist,11111,scattered,4,Basic Technology|CRS,any,very_low,6,full_time_underpaid,,
TCH-00605,SCH-045,Musa Adeyemi,nysc_corper,01111,13:00-15:00,1,Civic Education|Basic Science,junior_only,low,0,nysc_temporary,Monday,
TCH-00606,SCH-045,Ngozi Okafor,veteran_staff_room_boss,11111,08:30-10:30,2,Chemistry|Biology,senior_only,absolute_priority,28,full_time_senior_staff,,2
TCH-00607,SCH-045,Chiamaka Nwosu,veteran_staff_room_boss,11111,08:30-10:30,1,Chemistry|Further Mathematics,senior_only,absolute_priority,16,full_time_senior_staff,,2
TCH-00608,SCH-045,Aisha Okafor,overworked_generalist,11111,scattered,3,CRS|Basic Technology,any,very_low,7,full_time_underpaid,,
TCH-00609,SCH-045,Ngozi Mohammed,veteran_staff_room_boss,11111,08:30-10:30,1,Physics,senior_only,absolute_priority,26,full_time_senior_staff,,2
TCH-00610,SCH-045,Aisha Okoro,overworked_generalist,11111,scattered,5,CRS|PHE,any,very_low,3,full_time_underpaid,,
TCH-00611,SCH-045,Yusuf Abubakar,overworked_generalist,11111,scattered,4,PHE|Basic Technology,any,very_low,7,full_time_underpaid,,
TCH-00612,SCH-045,Ifeoma Adeyemi,nysc_corper,10111,13:00-15:00,1,Civic Education|Basic Science,junior_only,low,0,nysc_temporary,Tuesday,
TCH-00613,SCH-045,Emeka Balogun,nysc_corper,11110,13:00-15:00,1,Civic Education,junior_only,low,0,nysc_temporary,Friday,
TCH-00614,SCH-045,Ifeoma Suleiman,nysc_corper,11110,13:00-15:00,1,Civic Education,junior_only,low,0,nysc_temporary,Friday,
TCH-00615,SCH-045,Yusuf Eze,nysc_corper,01111,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Monday,
TCH-00616,SCH-045,Hauwa Okafor,hustling_subject_specialist,11000,08:00-11:00,2,Economics,senior_only,high,8,part_time_multi_school,,
TCH-00617,SCH-046,Tunde Okoro,nysc_corper,11101,13:00-15:00,1,Civic Education|Basic Science,junior_only,low,0,nysc_temporary,Thursday,
TCH-00618,SCH-046,Yusuf Nwosu,overworked_generalist,11111,scattered,5,PHE|CRS|Basic Technology,any,very_low,1,full_time_underpaid,,
TCH-00619,SCH-046,Hauwa Mohammed,hustling_subject_specialist,10110,08:00-11:00,3,Further Mathematics|Physics,senior_only,high,8,part_time_multi_school,,
TCH-00620,SCH-046,Emeka Okafor,overworked_generalist,11111,scattered,5,Basic Technology|PHE,any,very_low,3,full_time_underpaid,,
TCH-00621,SCH-046,Obinna Okafor,overworked_generalist,11111,scattered,4,Basic Technology|PHE,any,very_low,1,full_time_underpaid,,
TCH-00622,SCH-046,Chiamaka Eze,nysc_corper,01111,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Monday,
TCH-00623,SCH-046,Tunde Adebayo,overworked_generalist,11111,scattered,3,Basic Technology|CRS,any,very_low,7,full_time_underpaid,,
TCH-00624,SCH-046,Fatima Eze,overworked_generalist,11111,scattered,4,CRS|PHE|Basic Technology,any,very_low,4,full_time_underpaid,,
TCH-00625,SCH-046,Blessing Abubakar,overworked_generalist,11111,scattered,3,CRS|Basic Technology|PHE,any,very_low,1,full_time_underpaid,,
TCH-00626,SCH-046,Bashir Nwosu,nysc_corper,10111,13:00-15:00,1,Basic Science,junior_only,low,0,nysc_temporary,Tuesday,
TCH-00627,SCH-046,Oluwaseun Adebayo,overworked_generalist,11111,scattered,3,Basic Technology|PHE,any,very_low,2,full_time_underpaid,,
TCH-00628,SCH-046,Tunde Garba,nysc_corper,01111,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Monday,
TCH-00629,SCH-046,Aisha Suleiman,veteran_staff_room_boss,11111,08:30-10:30,1,Biology,senior_only,absolute_priority,27,full_time_senior_staff,,2
TCH-00630,SCH-046,Ifeoma Adeyemi,veteran_staff_room_boss,11111,08:30-10:30,2,Chemistry|Further Mathematics,senior_only,absolute_priority,18,full_time_senior_staff,,2
TCH-00631,SCH-046,Ngozi Chukwu,hustling_subject_specialist,11000,08:00-11:00,2,Economics,senior_only,high,12,part_time_multi_school,,
TCH-00632,SCH-047,Adaeze Garba,overworked_generalist,11111,scattered,5,CRS|Basic Technology|PHE,any,very_low,8,full_time_underpaid,,
TCH-00633,SCH-047,Amaka Okoro,nysc_corper,11101,13:00-15:00,1,Basic Science,junior_only,low,0,nysc_temporary,Thursday,
TCH-00634,SCH-047,Fatima Balogun,hustling_subject_specialist,00110,08:00-11:00,2,Further Mathematics|Physics,senior_only,high,10,part_time_multi_school,,
TCH-00635,SCH-047,Musa Eze,hustling_subject_specialist,01010,08:00-11:00,3,Economics|Further Mathematics,senior_only,high,4,part_time_multi_school,,
TCH-00636,SCH-047,Fatima Adebayo,hustling_subject_specialist,01100,08:00-11:00,3,Economics|Physics,senior_only,high,10,part_time_multi_school,,
TCH-00637,SCH-047,Hauwa Adebayo,veteran_staff_room_boss,11111,08:30-10:30,1,Chemistry|Further Mathematics,senior_only,absolute_priority,24,full_time_senior_staff,,2
TCH-00638,SCH-047,Oluwaseun Adeyemi,overworked_generalist,11111,scattered,5,PHE|CRS|Basic Technology,any,very_low,8,full_time_underpaid,,
TCH-00639,SCH-047,Emeka Nwosu,nysc_corper,11101,13:00-15:00,1,Basic Science,junior_only,low,0,nysc_temporary,Thursday,
TCH-00640,SCH-047,Aisha Adebayo,overworked_generalist,11111,scattered,3,PHE|Basic Technology,any,very_low,7,full_time_underpaid,,
TCH-00641,SCH-047,Obinna Adebayo,nysc_corper,11110,13:00-15:00,1,Civic Education|Basic Science,junior_only,low,0,nysc_temporary,Friday,
TCH-00642,SCH-048,Amaka Abubakar,veteran_staff_room_boss,11111,08:30-10:30,2,Further Mathematics|Chemistry,senior_only,absolute_priority,16,full_time_senior_staff,,2
TCH-00643,SCH-048,Emeka Mohammed,hustling_subject_specialist,01010,08:00-11:00,2,Physics,senior_only,high,6,part_time_multi_school,,
TCH-00644,SCH-048,Emeka Okoro,veteran_staff_room_boss,11111,08:30-10:30,1,Physics|Biology,senior_only,absolute_priority,30,full_time_senior_staff,,2
TCH-00645,SCH-048,Yusuf Chukwu,nysc_corper,01111,13:00-15:00,1,Civic Education|Basic Science,junior_only,low,0,nysc_temporary,Monday,
TCH-00646,SCH-048,Amaka Okafor,nysc_corper,10111,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Tuesday,
TCH-00647,SCH-048,Blessing Abubakar,nysc_corper,11011,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Wednesday,
TCH-00648,SCH-048,Kunle Garba,overworked_generalist,11111,scattered,4,Basic Technology|PHE,any,very_low,5,full_time_underpaid,,
TCH-00649,SCH-048,Tunde Balogun,veteran_staff_room_boss,11111,08:30-10:30,1,Physics,senior_only,absolute_priority,15,full_time_senior_staff,,2
TCH-00650,SCH-048,Yusuf Eze,overworked_generalist,11111,scattered,5,Basic Technology|PHE,any,very_low,1,full_time_underpaid,,
TCH-00651,SCH-048,Hauwa Okoro,overworked_generalist,11111,scattered,5,CRS|PHE|Basic Technology,any,very_low,8,full_time_underpaid,,
TCH-00652,SCH-048,Chinedu Mohammed,veteran_staff_room_boss,11111,08:30-10:30,2,Further Mathematics|Physics,senior_only,absolute_priority,29,full_time_senior_staff,,2
TCH-00653,SCH-048,Ngozi Chukwu,overworked_generalist,11111,scattered,4,CRS|PHE|Basic Technology,any,very_low,2,full_time_underpaid,,
TCH-00654,SCH-048,Oluwaseun Eze,hustling_subject_specialist,10110,08:00-11:00,3,Physics|Economics,senior_only,high,11,part_time_multi_school,,
TCH-00655,SCH-049,Musa Mohammed,hustling_subject_specialist,10110,08:00-11:00,2,Physics,senior_only,high,5,part_time_multi_school,,
TCH-00656,SCH-049,Blessing Nwosu,veteran_staff_room_boss,11111,08:30-10:30,2,Chemistry|Physics,senior_only,absolute_priority,28,full_time_senior_staff,,2
TCH-00657,SCH-049,Fatima Eze,overworked_generalist,11111,scattered,4,Basic Technology|CRS,any,very_low,2,full_time_underpaid,,
TCH-00658,SCH-049,Fatima Eze,overworked_generalist,11111,scattered,5,PHE|CRS|Basic Technology,any,very_low,6,full_time_underpaid,,
TCH-00659,SCH-049,Fatima Nwosu,overworked_generalist,11111,scattered,4,PHE|Basic Technology,any,very_low,6,full_time_underpaid,,
TCH-00660,SCH-049,Amaka Nwosu,veteran_staff_room_boss,11111,08:30-10:30,2,Chemistry,senior_only,absolute_priority,18,full_time_senior_staff,,2
TCH-00661,SCH-049,Yusuf Adebayo,nysc_corper,11110,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Friday,
TCH-00662,SCH-049,Blessing Adebayo,hustling_subject_specialist,01110,08:00-11:00,3,Physics,senior_only,high,12,part_time_multi_school,,
TCH-00663,SCH-049,Hauwa Garba,overworked_generalist,11111,scattered,5,Basic Technology|CRS,any,very_low,2,full_time_underpaid,,
TCH-00664,SCH-049,Oluwaseun Abubakar,overworked_generalist,11111,scattered,5,PHE|CRS|Basic Technology,any,very_low,3,full_time_underpaid,,
TCH-00665,SCH-049,Emeka Eze,veteran_staff_room_boss,11111,08:30-10:30,2,Biology,senior_only,absolute_priority,21,full_time_senior_staff,,2
TCH-00666,SCH-049,Bashir Eze,nysc_corper,11011,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Wednesday,
TCH-00667,SCH-049,Amaka Abubakar,nysc_corper,11101,13:00-15:00,1,Basic Science,junior_only,low,0,nysc_temporary,Thursday,
TCH-00668,SCH-049,Hauwa Chukwu,overworked_generalist,11111,scattered,3,CRS|Basic Technology|PHE,any,very_low,2,full_time_underpaid,,
TCH-00669,SCH-049,Emeka Okoro,hustling_subject_specialist,10010,08:00-11:00,2,Further Mathematics,senior_only,high,4,part_time_multi_school,,
TCH-00670,SCH-050,Tunde Nwosu,overworked_generalist,11111,scattered,4,PHE|Basic Technology|CRS,any,very_low,4,full_time_underpaid,,
TCH-00671,SCH-050,Adaeze Okoro,nysc_corper,01111,13:00-15:00,1,Civic Education|Basic Science,junior_only,low,0,nysc_temporary,Monday,
TCH-00672,SCH-050,Ngozi Okoro,overworked_generalist,11111,scattered,3,PHE|Basic Technology,any,very_low,6,full_time_underpaid,,
TCH-00673,SCH-050,Fatima Adebayo,overworked_generalist,11111,scattered,4,CRS|PHE|Basic Technology,any,very_low,6,full_time_underpaid,,
TCH-00674,SCH-050,Obinna Eze,hustling_subject_specialist,00110,08:00-11:00,3,Physics,senior_only,high,9,part_time_multi_school,,
TCH-00675,SCH-050,Hauwa Adebayo,nysc_corper,01111,13:00-15:00,1,Civic Education|Basic Science,junior_only,low,0,nysc_temporary,Monday,
TCH-00676,SCH-050,Blessing Adebayo,hustling_subject_specialist,01100,08:00-11:00,3,Further Mathematics,senior_only,high,10,part_time_multi_school,,
TCH-00677,SCH-050,Kunle Adebayo,hustling_subject_specialist,01110,08:00-11:00,3,Economics|Further Mathematics,senior_only,high,12,part_time_multi_school,,
TCH-00678,SCH-050,Obinna Mohammed,veteran_staff_room_boss,11111,08:30-10:30,1,Further Mathematics,senior_only,absolute_priority,25,full_time_senior_staff,,2
TCH-00679,SCH-050,Ngozi Okafor,nysc_corper,11101,13:00-15:00,1,Civic Education,junior_only,low,0,nysc_temporary,Thursday,
TCH-00680,SCH-050,Amaka Mohammed,veteran_staff_room_boss,11111,08:30-10:30,1,Physics|Biology,senior_only,absolute_priority,29,full_time_senior_staff,,2
TCH-00681,SCH-050,Hauwa Suleiman,overworked_generalist,11111,scattered,5,CRS|Basic Technology|PHE,any,very_low,1,full_time_underpaid,,
TCH-00682,SCH-050,Ngozi Garba,veteran_staff_room_boss,11111,08:30-10:30,1,Chemistry,senior_only,absolute_priority,16,full_time_senior_staff,,2
TCH-00683,SCH-050,Chiamaka Abubakar,overworked_generalist,11111,scattered,3,Basic Technology|CRS,any,very_low,3,full_time_underpaid,,
TCH-00684,SCH-050,Obinna Chukwu,overworked_generalist,11111,scattered,4,Basic Technology|CRS,any,very_low,2,full_time_underpaid,,
TCH-00685,SCH-051,Chinedu Garba,overworked_generalist,11111,scattered,5,Basic Technology|CRS,any,very_low,5,full_time_underpaid,,
TCH-00686,SCH-051,Bashir Mohammed,veteran_staff_room_boss,11111,08:30-10:30,1,Biology|Further Mathematics,senior_only,absolute_priority,27,full_time_senior_staff,,2
TCH-00687,SCH-051,Emeka Adebayo,nysc_corper,11101,13:00-15:00,1,Civic Education|Basic Science,junior_only,low,0,nysc_temporary,Thursday,
TCH-00688,SCH-051,Chiamaka Adeyemi,hustling_subject_specialist,01100,08:00-11:00,2,Physics,senior_only,high,12,part_time_multi_school,,
TCH-00689,SCH-051,Adaeze Nwosu,overworked_generalist,11111,scattered,4,CRS|PHE|Basic Technology,any,very_low,2,full_time_underpaid,,
TCH-00690,SCH-051,Yusuf Nwosu,veteran_staff_room_boss,11111,08:30-10:30,2,Biology,senior_only,absolute_priority,22,full_time_senior_staff,,2
TCH-00691,SCH-051,Ifeoma Okoro,nysc_corper,10111,13:00-15:00,1,Basic Science,junior_only,low,0,nysc_temporary,Tuesday,
TCH-00692,SCH-051,Bashir Chukwu,hustling_subject_specialist,10010,08:00-11:00,3,Economics|Further Mathematics,senior_only,high,5,part_time_multi_school,,
TCH-00693,SCH-051,Hauwa Okafor,nysc_corper,11110,13:00-15:00,1,Civic Education,junior_only,low,0,nysc_temporary,Friday,
TCH-00694,SCH-051,Chiamaka Mohammed,overworked_generalist,11111,scattered,4,PHE|CRS|Basic Technology,any,very_low,3,full_time_underpaid,,
TCH-00695,SCH-051,Ifeoma Adeyemi,nysc_corper,10111,13:00-15:00,1,Civic Education|Basic Science,junior_only,low,0,nysc_temporary,Tuesday,
TCH-00696,SCH-051,Kunle Okoro,nysc_corper,11101,13:00-15:00,1,Civic Education|Basic Science,junior_only,low,0,nysc_temporary,Thursday,
TCH-00697,SCH-051,Chiamaka Eze,nysc_corper,10111,13:00-15:00,1,Basic Science,junior_only,low,0,nysc_temporary,Tuesday,
